Gene ID,Gene Symbol,WT Control,WT Fracture,DTR Control,DTR fracture,LogFC WT Fx vs WT Ctrl,LogFC DTR Fx vs WT FX,LogFC DTR Fx vs DTR Ctrl,LogFC DTR Ctrl vs WT Ctrl,SD WT Control,SD WT Fracture,SD DTR Control,SD DTR Fracture,SEM WT Control,SEM WT Fracture,SEM DTR Control,SEM DTR Fracture
ENSMUSG00000041926.15,Rnpep,1519,1660,1681.666667,1584.333333,0.1281,-0.0673,-0.0860,0.1468,724.1902,364.8815,341.6758,804.1358,323.8677,163.1800,197.2666,464.2680
ENSMUSG00000041935.10,AW549877,328.4,412.4,537.3333333,336.3333333,0.3286,-0.2942,-0.6759,0.7104,195.5628,30.4598,163.7814,140.0083,87.4583,13.6220,94.5592,80.8338
ENSMUSG00000041936.18,Agrn,90.2,65.4,110,69.33333333,-0.4638,0.0843,-0.6659,0.2863,40.7701,18.6091,26.8514,60.7975,18.2329,8.3223,15.5027,35.1014
ENSMUSG00000041939.14,Mvk,89.2,115.8,106,70.66666667,0.3765,-0.7125,-0.5850,0.2489,63.0769,21.8105,7.2111,46.0579,28.2089,9.7540,4.1633,26.5916
ENSMUSG00000041945.12,Mfsd9,65.8,55.6,58,33.33333333,-0.2430,-0.7381,-0.7991,-0.1820,62.8506,27.4099,25.2389,24.4404,28.1077,12.2581,14.5717,14.1107
ENSMUSG00000041949.6,Tango6,40.4,60.2,46.66666667,43.33333333,0.5754,-0.4743,-0.1069,0.2080,20.5134,20.6083,16.2891,21.3620,9.1739,9.2163,9.4045,12.3333
ENSMUSG00000041958.10,Pigs,1062.2,1293,1287.666667,1060.333333,0.2837,-0.2862,-0.2802,0.2777,704.5266,359.9549,196.5053,853.8620,315.0739,160.9767,113.4524,492.9775
ENSMUSG00000041959.14,S100a10,206.6,326,251.6666667,161.3333333,0.6580,-1.0148,-0.6415,0.2847,89.0747,93.8802,32.6548,89.6289,39.8354,41.9845,18.8532,51.7472
ENSMUSG00000041961.14,Znrf3,28.8,33.4,47.66666667,41,0.2138,0.2958,-0.2174,0.7269,8.8148,13.3529,9.7125,6.5574,3.9421,5.9716,5.6075,3.7859
ENSMUSG00000041966.18,Dcaf17,208.6,233.6,280.6666667,260.3333333,0.1633,0.1563,-0.1085,0.4281,63.5161,38.9397,25.7747,45.0814,28.4053,17.4144,14.8810,26.0278
ENSMUSG00000041974.10,Spidr,105.8,133.8,132,93,0.3387,-0.5248,-0.5052,0.3192,85.4324,46.2569,38.3014,82.3104,38.2065,20.6867,22.1133,47.5219
ENSMUSG00000041975.17,Mettl8,90.2,113.8,120.3333333,67,0.3353,-0.7643,-0.8448,0.4158,48.1788,28.0393,34.9619,37.3229,21.5462,12.5395,20.1853,21.5484
ENSMUSG00000041977.18,Arhgef11,107.2,100.4,117,65.66666667,-0.0945,-0.6125,-0.8333,0.1262,81.9433,17.3868,47.5079,34.2394,36.6461,7.7756,27.4287,19.7681
ENSMUSG00000041992.9,Rapgef5,894.2,1198,959.3333333,668.3333333,0.4220,-0.8420,-0.5215,0.1014,285.2459,143.6976,344.8976,294.4696,127.5658,64.2635,199.1267,170.0121
ENSMUSG00000041995.8,Zbed3,148.8,173,185,114.6666667,0.2174,-0.5933,-0.6901,0.3142,61.2919,29.8915,17.6918,67.4191,27.4106,13.3679,10.2144,38.9244
ENSMUSG00000041997.16,Tlk1,104.8,123.8,162.3333333,120.6666667,0.2404,-0.0370,-0.4279,0.6313,50.1368,24.1288,57.8475,20.3060,22.4219,10.7907,33.3983,11.7237
ENSMUSG00000042015.17,Wdr41,264,317.6,276.3333333,276.3333333,0.2667,-0.2008,0.0000,0.0659,171.2732,84.3759,81.7945,243.4221,76.5957,37.7341,47.2241,140.5398
ENSMUSG00000042032.13,Mat2b,1172.6,1513.2,1402.666667,951.3333333,0.3679,-0.6696,-0.5601,0.2585,609.8174,117.2634,176.6645,494.6002,272.7186,52.4418,101.9973,285.5575
ENSMUSG00000042042.14,Csgalnact2,64,64,88.66666667,53,0.0000,-0.2721,-0.7424,0.4703,35.2562,11.8533,54.5191,16.6433,15.7671,5.3009,31.4766,9.6090
ENSMUSG00000042043.6,Tbca,893.2,801.4,964,1242.666667,-0.1565,0.6328,0.3663,0.1100,662.3241,223.1374,145.6606,703.6436,296.2003,99.7901,84.0972,406.2488
ENSMUSG00000042046.15,Dstyk,159.6,172.8,194,112,0.1146,-0.6256,-0.7926,0.2816,80.8103,35.6118,64.8614,52.1632,36.1395,15.9261,37.4477,30.1164
ENSMUSG00000042050.8,Wdr60,50.8,41.2,48.33333333,69.66666667,-0.3022,0.7578,0.5275,-0.0718,13.3116,19.2276,13.0512,25.1064,5.9532,8.5988,7.5351,14.4952
ENSMUSG00000042055.13,Wdr11,220.6,275,250.3333333,169.3333333,0.3180,-0.6996,-0.5640,0.1824,128.1339,96.5919,34.0343,144.4380,57.3032,43.1972,19.6497,83.3913
ENSMUSG00000042063.11,Zfp386,54.8,54.2,66,7.333333333,-0.0159,-2.8858,-3.1699,0.2683,30.4335,13.1415,35.5528,4.9329,13.6103,5.8771,20.5264,2.8480
ENSMUSG00000042066.16,Tmcc2,18.6,12.6,10.33333333,14.66666667,-0.5619,0.2191,0.5052,-0.8480,13.4833,4.6690,12.3423,19.3993,6.0299,2.0881,7.1259,11.2002
ENSMUSG00000042073.15,Abhd14b,181.8,274.6,265.6666667,158.6666667,0.5950,-0.7913,-0.7436,0.5473,83.4728,39.8974,62.6605,146.7390,37.3301,17.8426,36.1770,84.7198
ENSMUSG00000042079.13,Hnrnpf,3760,4934.8,4392,2962,0.3923,-0.7364,-0.5683,0.2241,2309.4417,820.9347,1116.6168,2086.6269,1032.8137,367.1331,644.6790,1204.7146
ENSMUSG00000042082.7,Arsb,3478.2,4221.2,4123,2706,0.2793,-0.6415,-0.6075,0.2454,2125.0126,1071.9084,1211.4368,1966.2530,950.3345,479.3720,699.4233,1135.2167
ENSMUSG00000042087.5,4933440N22Rik,22.6,16.2,31,14,-0.4803,-0.2106,-1.1468,0.4559,12.0125,10.2811,15.7162,5.2915,5.3722,4.5978,9.0738,3.0551
ENSMUSG00000042099.16,Kank3,144.2,155.4,183.3333333,135.3333333,0.1079,-0.1995,-0.4380,0.3464,70.9450,40.6669,55.2208,111.8496,31.7276,18.1868,31.8817,64.5764
ENSMUSG00000042104.18,Uggt2,26.4,35.2,38,30.66666667,0.4150,-0.1989,-0.3093,0.5255,14.7580,19.8293,4.0000,27.0062,6.6000,8.8679,2.3094,15.5920
ENSMUSG00000042105.18,Inpp5f,78,111.2,115.3333333,99,0.5116,-0.1677,-0.2203,0.5643,35.3836,31.8387,40.0666,9.8489,15.8240,14.2387,23.1325,5.6862
ENSMUSG00000042106.5,Inka1,2331.4,3859.8,3335.333333,2354.666667,0.7273,-0.7130,-0.5023,0.5166,932.3389,685.6342,197.6976,822.8307,416.9546,306.6249,114.1408,475.0615
ENSMUSG00000042111.9,Ccdc115,556.6,759.4,757,468.3333333,0.4482,-0.6973,-0.6928,0.4437,329.4932,160.1758,133.7871,140.2510,147.3539,71.6328,77.2420,80.9739
ENSMUSG00000042116.3,Vwa1,21.4,35.6,33.66666667,33.33333333,0.7343,-0.0949,-0.0144,0.6537,11.5888,9.9146,26.0832,29.5014,5.1827,4.4340,15.0591,17.0326
ENSMUSG00000042121.16,Ssh1,213,215.6,183,175.6666667,0.0175,-0.2955,-0.0590,-0.2190,68.5128,67.3817,82.7103,54.5924,30.6398,30.1340,47.7528,31.5190
ENSMUSG00000042129.8,Rassf4,1852,2470,3051.666667,2308.666667,0.4154,-0.0975,-0.4025,0.7205,1069.8624,276.4860,389.9556,1352.2205,478.4570,123.6483,225.1409,780.7049
ENSMUSG00000042133.16,Ppig,90,158.2,161,162.6666667,0.8138,0.0402,0.0149,0.8391,36.6879,47.0500,23.5160,45.0814,16.4073,21.0414,13.5769,26.0278
ENSMUSG00000042138.9,Msantd2,34.2,49,39.66666667,29.33333333,0.5188,-0.7402,-0.4354,0.2139,14.2724,24.0000,28.9194,23.7136,6.3828,10.7331,16.6966,13.6910
ENSMUSG00000042148.8,Cox10,187.4,222,256,167.3333333,0.2444,-0.4078,-0.6134,0.4500,35.0614,18.4662,94.1701,52.7289,15.6799,8.2583,54.3691,30.4430
ENSMUSG00000042155.3,Klhl23,192.6,202,181,196.3333333,0.0687,-0.0411,0.1173,-0.0896,58.3335,50.4876,91.9348,125.7670,26.0875,22.5788,53.0786,72.6116
ENSMUSG00000042165.8,Gm9774,16.4,26,15,22.33333333,0.6648,-0.2193,0.5742,-0.1287,3.7815,8.4558,6.0828,11.3725,1.6912,3.7815,3.5119,6.5659
ENSMUSG00000042167.6,Tent2,459,523.8,578.3333333,451,0.1905,-0.2159,-0.3588,0.3334,270.1518,75.3837,125.3209,183.2403,120.8156,33.7126,72.3541,105.7938
ENSMUSG00000042178.6,Armc5,649.6,675.6,950,848.6666667,0.0566,0.3290,-0.1627,0.5484,296.0883,113.3570,333.0045,493.9234,132.4147,50.6948,192.2602,285.1668
ENSMUSG00000042182.16,Bend6,82.4,148.8,136,96.33333333,0.8527,-0.6273,-0.4975,0.7229,58.1661,23.5202,85.7730,28.0416,26.0127,10.5186,49.5210,16.1898
ENSMUSG00000042185.14,Nfrkb,391.4,426,488.3333333,392.3333333,0.1222,-0.1188,-0.3158,0.3192,136.9317,77.8813,84.0972,130.5156,61.2377,34.8296,48.5535,75.3532
ENSMUSG00000042190.12,Cmklr1,691.2,916.6,905,793,0.4072,-0.2090,-0.1906,0.3888,83.9565,158.4244,123.7942,86.7468,37.5465,70.8496,71.4726,50.0833
ENSMUSG00000042197.13,Zfp451,278.2,272.8,320,284,-0.0283,0.0580,-0.1722,0.2019,74.5634,28.7524,109.5628,97.6166,33.3458,12.8585,63.2561,56.3590
ENSMUSG00000042198.12,Chchd7,249.6,271.4,174.6666667,221,0.1208,-0.2964,0.3394,-0.5150,77.7001,76.8980,27.1539,103.5905,34.7485,34.3898,15.6773,59.8080
ENSMUSG00000042202.15,Slc35e2,97.4,112.2,132.6666667,44,0.2041,-1.3505,-1.5922,0.4458,47.2895,44.9800,34.0783,20.6640,21.1485,20.1157,19.6751,11.9304
ENSMUSG00000042203.8,Tbc1d22b,15.8,13.4,5,17.66666667,-0.2377,0.3988,1.8210,-1.6599,6.7602,9.5551,5.0000,9.7125,3.0232,4.2732,2.8868,5.6075
ENSMUSG00000042207.17,Kdm5b,340.8,369.8,384.3333333,251.6666667,0.1178,-0.5552,-0.6108,0.1734,120.9264,28.6042,85.2311,132.4286,54.0799,12.7922,49.2082,76.4577
ENSMUSG00000042208.15,0610010F05Rik,9.8,10.6,14,25,0.1132,1.2379,0.8365,0.5146,11.2339,5.4129,2.6458,9.1652,5.0239,2.4207,1.5275,5.2915
ENSMUSG00000042210.17,Abhd14a,105.4,202.8,125.6666667,93,0.9442,-1.1248,-0.4343,0.2537,48.4386,48.4737,26.1024,77.3499,21.6624,21.6781,15.0702,44.6580
ENSMUSG00000042211.7,Fbxo38,279,296.8,271.6666667,223.6666667,0.0892,-0.4081,-0.2805,-0.0384,171.6930,43.8714,54.5374,45.3909,76.7835,19.6199,31.4872,26.2064
ENSMUSG00000042215.8,Bag2,22.6,25.8,46.66666667,31,0.1910,0.2649,-0.5901,1.0461,22.9848,9.0388,24.4404,31.5119,10.2791,4.0423,14.1107,18.1934
ENSMUSG00000042228.14,Lyn,6062.6,7669,7814.333333,4926.333333,0.3391,-0.6385,-0.6656,0.3662,3277.4854,1244.1393,1927.0022,2603.1159,1465.7360,556.3960,1112.5552,1502.9097
ENSMUSG00000042229.9,Rabif,329.4,439,396,270.3333333,0.4144,-0.6995,-0.5508,0.2657,176.3981,105.1951,89.3700,179.5949,78.8876,47.0447,51.5978,103.6892
ENSMUSG00000042246.5,Tmc7,304,300.4,189,52,-0.0172,-2.5303,-1.8618,-0.6857,191.8502,86.7917,99.8048,41.7612,85.7980,38.8144,57.6223,24.1109
ENSMUSG00000042249.11,Grk3,255.6,251.4,258,75,-0.0239,-1.7450,-1.7824,0.0135,87.8197,51.2718,151.5949,110.3132,39.2742,22.9295,87.5233,63.6894
ENSMUSG00000042271.13,Nxt2,192.8,214,248,151.3333333,0.1505,-0.4999,-0.7126,0.3632,116.5019,47.9792,103.8701,83.7397,52.1012,21.4569,59.9694,48.3471
ENSMUSG00000042275.9,Pelo,20,36.8,25.33333333,19.33333333,0.8797,-0.9286,-0.3899,0.3410,12.2678,3.0332,29.2632,15.5027,5.4863,1.3565,16.8951,8.9505
ENSMUSG00000042286.13,Stab1,1216.4,1687.8,1314,1523.666667,0.4725,-0.1476,0.2136,0.1113,563.3705,367.4829,306.8534,956.0504,251.9469,164.3434,177.1619,551.9759
ENSMUSG00000042289.11,Hsd3b7,921.8,986.6,1066.666667,812.6666667,0.0980,-0.2798,-0.3924,0.2106,557.5385,117.7574,50.0133,651.0440,249.3388,52.6627,28.8752,375.8804
ENSMUSG00000042292.18,Mrtfa,213.4,261.6,267.6666667,162.6666667,0.2938,-0.6854,-0.7185,0.3269,120.7779,31.6117,106.9595,135.3120,54.0135,14.1372,61.7531,78.1224
ENSMUSG00000042293.8,Gm5617,192.8,205.8,144,281.6666667,0.0941,0.4527,0.9679,-0.4210,111.4213,58.4226,24.5764,132.4550,49.8291,26.1274,14.1892,76.4729
ENSMUSG00000042298.18,Ttc19,104.4,127.4,156,114.3333333,0.2872,-0.1561,-0.4483,0.5794,44.9589,28.1123,23.5797,51.2868,20.1062,12.5722,13.6137,29.6104
ENSMUSG00000042303.19,Sgsm3,258.4,293.8,254,192.3333333,0.1852,-0.6112,-0.4012,-0.0248,147.6594,53.0914,81.1850,184.6844,66.0353,23.7432,46.8722,106.6276
ENSMUSG00000042305.12,Tmem183a,351.4,426.4,435.6666667,359.3333333,0.2791,-0.2469,-0.2779,0.3101,147.1846,80.0081,98.6577,240.0694,65.8229,35.7807,56.9600,138.6042
ENSMUSG00000042308.14,Setd1a,106.8,117.4,152,110.6666667,0.1365,-0.0852,-0.4579,0.5092,29.5584,33.7757,39.2301,26.5016,13.2189,15.1050,22.6495,15.3007
ENSMUSG00000042312.10,S100a13,614.6,493.6,496,819,-0.3163,0.7305,0.7235,-0.3093,450.5888,126.3598,124.4669,481.8101,201.5095,56.5098,71.8610,278.1732
ENSMUSG00000042320.17,Prox2,45,40.6,29.33333333,20.33333333,-0.1484,-0.9976,-0.5287,-0.6174,21.5058,19.8192,9.0738,30.0389,9.6177,8.8634,5.2387,17.3429
ENSMUSG00000042323.17,Pbrm1,223,353,369.6666667,200,0.6626,-0.8197,-0.8862,0.7292,95.3126,47.0425,78.9261,77.3499,42.6251,21.0381,45.5680,44.6580
ENSMUSG00000042328.13,Hps4,3465,2875.6,3160,4231,-0.2690,0.5571,0.4211,-0.1329,965.7497,418.2563,582.2173,1861.8010,431.8964,187.0499,336.1433,1074.9113
ENSMUSG00000042331.13,Specc1,516,620,676.3333333,451.3333333,0.2649,-0.4581,-0.5835,0.3904,257.0331,84.1368,159.7008,242.6651,114.9487,37.6271,92.2033,140.1027
ENSMUSG00000042333.16,Tnfrsf14,70.4,90.8,117.6666667,81,0.3671,-0.1648,-0.5387,0.7411,36.2326,20.1668,20.1329,40.9268,16.2037,9.0189,11.6237,23.6291
ENSMUSG00000042348.10,Arl15,98,159.8,118,133.3333333,0.7054,-0.2612,0.1763,0.2679,61.2617,29.4058,13.7477,37.8990,27.3971,13.1507,7.9373,21.8810
ENSMUSG00000042350.13,Arel1,238.4,260.4,249,169,0.1273,-0.6237,-0.5591,0.0628,158.9317,96.3862,59.3549,85.7146,71.0764,43.1052,34.2685,49.4874
ENSMUSG00000042354.7,Gnl3,497.8,391.2,535.6666667,670,-0.3477,0.7763,0.3228,0.1058,223.8955,83.1126,15.0444,383.3054,100.1291,37.1691,8.6859,221.3015
ENSMUSG00000042364.11,Snx18,1953.2,2182.8,1842.333333,1520.333333,0.1603,-0.5218,-0.2771,-0.0843,1097.1359,617.8181,676.5215,1039.8107,490.6541,276.2967,390.5899,600.3350
ENSMUSG00000042369.8,Rbm45,52.2,50.2,60.33333333,29.66666667,-0.0564,-0.7588,-1.0241,0.2089,24.7730,8.4380,4.0415,19.0875,11.0788,3.7736,2.3333,11.0202
ENSMUSG00000042380.8,Smim12,503.8,804.4,735.6666667,526.3333333,0.6751,-0.6119,-0.4831,0.5462,242.1822,185.1075,1.5275,252.9433,108.3072,82.7826,0.8819,146.0369
ENSMUSG00000042389.13,Tsen2,189,231,157.6666667,145.6666667,0.2895,-0.6652,-0.1142,-0.2615,102.1494,55.2223,34.8473,94.5004,45.6826,24.6962,20.1191,54.5599
ENSMUSG00000042390.9,Gatad2b,305.8,289.6,311.3333333,236.6666667,-0.0785,-0.2912,-0.3956,0.0259,98.3905,73.7516,109.3907,68.2520,44.0016,32.9827,63.1568,39.4053
ENSMUSG00000042396.10,Rbm7,793,1048.4,1133.666667,667.3333333,0.4028,-0.6517,-0.7645,0.5156,414.3501,48.5366,295.5407,324.9774,185.3030,21.7062,170.6305,187.6258
ENSMUSG00000042404.16,Dennd4b,616.8,626,598,490,0.0214,-0.3534,-0.2874,-0.0447,223.8665,126.7419,107.5872,371.6894,100.1161,56.6807,62.1155,214.5950
ENSMUSG00000042406.8,Atf4,2779.8,3849.4,3483.333333,2375,0.4697,-0.6967,-0.5525,0.3255,1414.9980,259.3912,597.2373,873.2336,632.8063,116.0033,344.8151,504.1617
ENSMUSG00000042408.13,Zmym6,89.6,78.6,76,62.33333333,-0.1890,-0.3345,-0.2860,-0.2375,58.9517,33.6645,14.0000,72.5006,26.3640,15.0552,8.0829,41.8582
ENSMUSG00000042410.16,Agps,455.4,547.8,692.6666667,412.6666667,0.2665,-0.4087,-0.7472,0.6050,253.7012,92.9876,264.7741,181.2907,113.4586,41.5853,152.8674,104.6683
ENSMUSG00000042419.8,Nfkbil1,97.2,133,134.6666667,88.66666667,0.4524,-0.5850,-0.6029,0.4704,54.0296,25.3180,36.3639,26.5393,24.1628,11.3225,20.9947,15.3225
ENSMUSG00000042423.9,Fbrs,317.2,312.2,346.6666667,354.3333333,-0.0229,0.1826,0.0316,0.1282,69.7402,46.2407,114.8492,147.9673,31.1888,20.6795,66.3082,85.4290
ENSMUSG00000042426.6,Dhx29,114.6,131.6,125.6666667,100.6666667,0.1996,-0.3866,-0.3200,0.1330,59.2984,30.1712,10.2144,31.7857,26.5190,13.4930,5.8973,18.3515
ENSMUSG00000042429.8,Adora1,113.2,100.8,111,351,-0.1674,1.8000,1.6609,-0.0283,118.7906,38.9256,39.6863,290.1655,53.1248,17.4080,22.9129,167.5271
ENSMUSG00000042439.13,Zfp532,305,296.6,292.3333333,181.6666667,-0.0403,-0.7072,-0.6863,-0.0612,125.9901,55.2974,130.5386,113.9488,56.3445,24.7297,75.3665,65.7884
ENSMUSG00000042444.10,Mindy2,358,529,418.6666667,332,0.5633,-0.6721,-0.3346,0.2258,142.9895,77.9166,158.7902,82.2131,63.9469,34.8454,91.6776,47.4658
ENSMUSG00000042446.16,Zmym4,64.4,69.6,92,69,0.1120,-0.0125,-0.4150,0.5146,28.5359,11.1937,24.6374,11.0000,12.7617,5.0060,14.2244,6.3509
ENSMUSG00000042447.13,Mios,77,94.6,90.66666667,83,0.2970,-0.1887,-0.1275,0.2357,56.7010,37.5872,16.0728,45.2106,25.3574,16.8095,9.2796,26.1024
ENSMUSG00000042451.12,Mybph,134.8,94.8,192.3333333,123.3333333,-0.5079,0.3796,-0.6410,0.5128,46.5693,31.3480,12.5033,85.1254,20.8264,14.0193,7.2188,49.1472
ENSMUSG00000042460.5,C1galt1,20.2,36.8,32,30,0.8654,-0.2947,-0.0931,0.6637,29.3377,15.7385,16.4621,28.0535,13.1202,7.0385,9.5044,16.1967
ENSMUSG00000042462.4,Dctpp1,569.8,569,572.6666667,954,-0.0020,0.7456,0.7363,0.0072,366.2277,156.5854,208.3515,643.3444,163.7820,70.0271,120.2918,371.4351
ENSMUSG00000042472.11,Zfp410,409,428.8,428.6666667,262.3333333,0.0682,-0.7089,-0.7085,0.0678,224.6809,93.5692,51.5202,176.7211,100.4803,41.8454,29.7452,102.0300
ENSMUSG00000042476.12,Abcb4,132,161.8,122.3333333,91.66666667,0.2937,-0.8197,-0.4163,-0.1097,83.0873,30.9306,16.7432,55.8957,37.1578,13.8326,9.6667,32.2714
ENSMUSG00000042487.6,Leo1,133,153.2,177.6666667,125,0.2040,-0.2935,-0.5072,0.4177,50.7543,40.7517,26.5769,81.9024,22.6980,18.2247,15.3442,47.2864
ENSMUSG00000042489.15,Clspn,10.6,11.2,6.333333333,9.666666667,0.0794,-0.2124,0.6101,-0.7430,7.1624,4.7645,7.7675,6.6583,3.2031,2.1307,4.4845,3.8442
ENSMUSG00000042492.12,Tbc1d10b,343.8,291,317,254,-0.2406,-0.1962,-0.3197,-0.1171,109.4335,52.0961,103.5809,93.6643,48.9402,23.2981,59.8025,54.0771
ENSMUSG00000042496.18,Prdm10,66.4,66.2,47.66666667,40.33333333,-0.0044,-0.7149,-0.2410,-0.4782,29.3820,15.6109,16.7730,14.1892,13.1400,6.9814,9.6839,8.1921
ENSMUSG00000042500.11,Ago4,90.4,103.4,97.66666667,94.66666667,0.1938,-0.1273,-0.0450,0.1115,45.2526,19.3985,28.5365,80.0333,20.2376,8.6753,16.4756,46.2073
ENSMUSG00000042502.10,Cd2bp2,383.4,475.4,434.3333333,324,0.3103,-0.5531,-0.4228,0.1800,195.8145,82.1480,127.4101,165.2180,87.5709,36.7377,73.5603,95.3887
ENSMUSG00000042505.6,Sdhaf3,95,153.2,113,102,0.6894,-0.5868,-0.1478,0.2503,27.1293,45.7952,40.2616,78.0769,12.1326,20.4802,23.2451,45.0777
ENSMUSG00000042506.15,Usp22,807,877.8,573.6666667,451,0.1213,-0.9608,-0.3471,-0.4924,400.0837,208.3811,165.0040,407.1646,178.9229,93.1909,95.2651,235.0766
ENSMUSG00000042507.15,Elmsan1,310.2,400.6,387.3333333,263.6666667,0.3690,-0.6034,-0.5549,0.3204,159.7755,80.6027,65.4319,166.4011,71.4538,36.0466,37.7771,96.0717
ENSMUSG00000042508.16,Dmtf1,291.6,336.8,334,260.3333333,0.2079,-0.3715,-0.3595,0.1959,122.5777,31.8308,69.1592,28.3078,54.8184,14.2352,39.9291,16.3435
ENSMUSG00000042520.16,Ubap2l,1512.4,1445.4,1593.333333,1411,-0.0654,-0.0348,-0.1753,0.0752,443.3140,137.0193,290.3590,441.1032,198.2560,61.2769,167.6388,254.6710
ENSMUSG00000042524.14,Sun2,344.6,357.2,411.3333333,299.6666667,0.0518,-0.2534,-0.4569,0.2554,140.7349,103.2991,89.1759,98.5715,62.9385,46.1968,51.4857,56.9103
ENSMUSG00000042529.14,Kcnj12,32.2,30.2,18.33333333,0,-0.0925,#NUM!,#NUM!,-0.8126,28.0036,8.4676,5.0332,0.0000,12.5236,3.7868,2.9059,0.0000
ENSMUSG00000042535.9,Gtpbp1,705.2,725,656.6666667,551.6666667,0.0399,-0.3942,-0.2514,-0.1029,366.3375,178.4279,173.0010,313.6261,163.8311,79.7954,99.8822,181.0721
ENSMUSG00000042541.10,Sem1,2440.2,1708.2,1701,3166.666667,-0.5145,0.8905,0.8966,-0.5206,2276.7931,490.9579,256.9650,2205.8979,1018.2128,219.5631,148.3588,1273.5757
ENSMUSG00000042548.14,Asxl1,300.2,398.2,365.3333333,262.6666667,0.4076,-0.6003,-0.4760,0.2833,186.3926,46.5425,135.5741,145.5243,83.3573,20.8144,78.2737,84.0185
ENSMUSG00000042549.10,Map2k3os,15.4,28.4,23.66666667,14,0.8830,-1.0205,-0.7574,0.6199,10.0648,6.6558,18.9033,18.1934,4.5011,2.9766,10.9138,10.5040
ENSMUSG00000042557.14,Sin3a,128.8,175,166.6666667,130.3333333,0.4422,-0.4251,-0.3548,0.3718,60.0308,22.6495,33.2466,52.4436,26.8466,10.1292,19.1949,30.2783
ENSMUSG00000042558.16,Adprhl2,643,821.2,776.3333333,586,0.3529,-0.4868,-0.4058,0.2719,390.1955,129.7582,85.8215,363.6977,174.5007,58.0296,49.5491,209.9810
ENSMUSG00000042569.13,Dhrs7b,1177.2,1603.2,1469,933.3333333,0.4456,-0.7805,-0.6544,0.3195,575.6559,204.6355,105.7875,370.3854,257.4411,91.5158,61.0765,213.8421
ENSMUSG00000042570.14,Mier2,484.2,447.8,470,439,-0.1127,-0.0286,-0.0984,-0.0429,295.9209,138.8225,143.6802,294.5980,132.3399,62.0833,82.9538,170.0863
ENSMUSG00000042572.12,Ube2q1,380.2,410.2,392.3333333,435.6666667,0.1096,0.0869,0.1511,0.0453,102.8382,126.6341,62.6844,65.5769,45.9907,56.6325,36.1909,37.8609
ENSMUSG00000042579.2,4632404H12Rik,77,81.8,133,70.33333333,0.0872,-0.2179,-0.9191,0.7885,48.0208,9.0940,65.9394,44.8367,21.4756,4.0669,38.0701,25.8865
ENSMUSG00000042590.17,Ipo11,212.6,273,293.3333333,203.3333333,0.3608,-0.4251,-0.5287,0.4644,71.1674,33.2941,16.7730,69.5509,31.8270,14.8896,9.6839,40.1553
ENSMUSG00000042594.16,Sh2b3,1880.2,1872.4,1536.666667,1363.666667,-0.0060,-0.4574,-0.1723,-0.2911,691.0985,366.0421,278.8518,747.6044,309.0687,163.6990,160.9952,431.6296
ENSMUSG00000042595.7,Fam199x,19.4,41.8,46.66666667,18,1.1074,-1.2155,-1.3744,1.2663,19.7307,10.8490,27.6827,17.3494,8.8238,4.8518,15.9826,10.0167
ENSMUSG00000042599.8,Kdm7a,145.6,180,207,130.3333333,0.3060,-0.4658,-0.6674,0.5076,62.4364,32.6573,71.1056,60.5007,27.9224,14.6048,41.0528,34.9301
ENSMUSG00000042605.16,Atxn2,290.4,347.2,339,365.6666667,0.2577,0.0748,0.1092,0.2232,80.0831,81.2785,99.9850,124.1867,35.8142,36.3489,57.7264,71.6992
ENSMUSG00000042606.9,Hirip3,43,43,45,11.33333333,0.0000,-1.9238,-1.9894,0.0656,16.3095,12.8062,24.4336,10.2632,7.2938,5.7271,14.1067,5.9255
ENSMUSG00000042608.15,Stk40,218.6,249,183,138.6666667,0.1879,-0.8445,-0.4002,-0.2564,161.0475,80.7713,73.3689,84.5064,72.0226,36.1220,42.3596,48.7898
ENSMUSG00000042613.9,Pbxip1,1546.6,1745.2,2278,1826.333333,0.1743,0.0656,-0.3188,0.5587,648.6257,344.9807,389.4547,800.4126,290.0742,154.2801,224.8518,462.1184
ENSMUSG00000042616.8,Oscp1,108.6,171.4,219.3333333,147.6666667,0.6583,-0.2150,-0.5708,1.0141,55.0663,26.9128,76.5789,87.4090,24.6264,12.0358,44.2129,50.4656
ENSMUSG00000042625.16,Safb2,655.2,657.2,765.6666667,773.6666667,0.0044,0.2354,0.0150,0.2248,173.7418,58.2683,167.9355,241.4836,77.6997,26.0584,96.9576,139.4206
ENSMUSG00000042626.13,Shc1,556.4,633.2,566,443.3333333,0.1865,-0.5143,-0.3524,0.0247,413.1365,257.4154,187.8856,388.9837,184.7603,115.1197,108.4758,224.5799
ENSMUSG00000042628.8,Zfyve1,117.6,123.8,134.3333333,112.6666667,0.0741,-0.1360,-0.2538,0.1919,74.0898,39.3916,13.0512,113.7424,33.1340,17.6165,7.5351,65.6692
ENSMUSG00000042632.17,Pla2g6,56.4,30.4,58.33333333,41.66666667,-0.8916,0.4548,-0.4854,0.0486,20.7196,14.7750,2.3094,19.2180,9.2661,6.6076,1.3333,11.0955
ENSMUSG00000042642.13,Flad1,389.8,443,507,375.6666667,0.1846,-0.2379,-0.4325,0.3793,216.9855,128.4134,114.2103,265.5133,97.0389,57.4282,65.9394,153.2942
